Account_ID,Customer_ID,Account_Type,Currency,Account_Creation_Date,Current_Balance,Date_Last_Bank_Initiated_Activity,Date_Last_Customer_Communication_Any_Type,FTD_Maturity_Date,FTD_Auto_Renewal,Date_Last_FTD_Renewal_Claim_Request,Inv_Maturity_Redemption_Date,SDB_Charges_Outstanding,Date_SDB_Charges_Became_Outstanding,SDB_Tenant_Communication_Received,Unclaimed_Item_Trigger_Date,Unclaimed_Item_Amount,Date_Last_Cust_Initiated_Activity,Bank_Contact_Attempted_Post_Dormancy_Trigger,Date_Last_Bank_Contact_Attempt,Customer_Responded_to_Bank_Contact,Date_Claim_Received,Claim_Successful,Amount_Paid_on_Claim,Scenario_Notes,Customer_Address_Known,Customer_Has_Active_Liability_Account,Customer_Has_Litigation_Regulatory_Reqs,Holder_Has_Activity_On_Any_Other_Account,Is_Asset_Only_Customer_Type,Expected_Account_Dormant,Expected_Requires_Article_3_Process,Expected_Transfer_to_CB_Due
ACC000248,CUST000992,fixed_deposit,SAR,2018-06-15,263122.16,2022-06-13,2019-09-30,2021-02-25,no,2023-09-03,,no,,,,0.0,2024-10-27,yes,2023-06-13,yes,,no,0.0,Regular review,no,no,yes,yes,no,no,yes,no
ACC000249,CUST000292,current,USD,2019-02-13,886974.8,2020-05-06,2021-12-08,,,,,no,,,,0.0,2021-09-15,yes,2021-06-19,yes,2019-05-01,yes,0.0,Regular review,yes,yes,yes,no,yes,yes,yes,no
ACC000250,CUST001855,fixed_deposit,AED,2023-08-02,578275.84,2025-02-21,2025-04-13,2024-01-13,no,2024-05-05,,no,,,,0.0,2024-02-11,no,,no,,no,0.0,Regular review,no,yes,yes,yes,yes,no,no,yes
ACC000251,CUST001152,bank_draft,GBP,2018-10-25,463178.54,2025-05-11,2023-04-15,,,,,no,,,2025-02-05,52.52,2019-12-13,no,,no,,no,0.0,Dormant check,no,yes,no,yes,no,no,no,no
ACC000252,CUST001575,cashier_order,USD,2023-09-05,592379.69,2024-06-22,2023-10-02,,,,,no,,,2024-08-20,539.32,2023-12-09,no,,no,2025-01-25,pending,0.0,,no,no,no,no,no,no,no,yes
ACC000253,CUST001427,call,GBP,2023-02-16,312578.45,2023-04-18,2023-06-27,,,,,no,,,,0.0,2024-04-17,yes,2024-11-04,no,2023-05-15,no,0.0,,yes,no,no,yes,no,no,no,no
ACC000254,CUST000194,current,GBP,2023-02-27,932631.46,2024-08-06,2024-05-05,,,,,no,,,,0.0,2023-11-05,yes,2023-09-05,no,,no,0.0,Dormant check,no,yes,yes,yes,yes,no,no,no
ACC000255,CUST001713,call,USD,2015-05-18,749499.65,2020-01-08,2022-05-03,,,,,no,,,,0.0,2024-01-11,yes,2020-12-16,no,2021-09-02,no,0.0,Dormant check,no,no,yes,yes,no,yes,no,no
ACC000256,CUST000336,cashier_order,AED,2022-07-31,645461.38,2024-01-22,2022-10-09,,,,,no,,,2023-08-03,242.35,2022-08-13,no,,no,,no,0.0,Dormant check,yes,yes,no,yes,no,yes,no,no
ACC000257,CUST000607,bankers_cheque,EUR,2019-03-01,203496.38,2020-11-26,2019-08-04,,,,,no,,,2022-10-13,749.87,2024-12-08,yes,2021-08-30,no,2023-10-05,no,0.0,Regular review,yes,yes,yes,yes,no,no,yes,yes
ACC000258,CUST000553,current,EUR,2022-03-13,947162.89,2025-04-29,2024-04-04,,,,,no,,,,0.0,2022-06-06,yes,2024-08-15,yes,,no,0.0,Dormant check,yes,no,yes,yes,yes,no,yes,yes
ACC000259,CUST000077,safe_deposit_box,AED,2022-04-28,939922.84,2024-11-12,2023-01-27,,,,,yes,2022-10-29,yes,,0.0,2023-10-17,yes,2023-10-14,no,,no,0.0,Dormant check,no,yes,yes,yes,no,yes,yes,yes
ACC000260,CUST001538,cashier_order,AED,2018-05-26,451747.46,2024-03-15,2024-02-22,,,,,no,,,2020-03-27,687.02,2020-02-01,no,,no,2019-05-31,no,0.0,Regular review,yes,yes,no,no,yes,yes,yes,no
ACC000261,CUST001576,fixed_deposit,USD,2016-08-01,259533.82,2024-06-18,2017-01-15,2021-02-06,yes,2023-08-18,,no,,,,0.0,2020-02-05,no,,no,,no,0.0,Regular review,no,no,yes,no,yes,no,no,yes
ACC000262,CUST001072,safe_deposit_box,INR,2016-08-10,802804.42,2020-03-10,2023-01-27,,,,,yes,2021-02-15,no,,0.0,2024-01-03,no,,yes,2018-02-22,pending,0.0,Regular review,yes,yes,no,yes,yes,no,no,no
ACC000263,CUST001529,cashier_order,GBP,2021-04-17,554856.71,2023-03-01,2025-04-20,,,,,no,,,2025-01-18,988.8,2022-07-13,no,,yes,,no,0.0,Regular review,yes,no,yes,no,no,no,yes,no
ACC000264,CUST001531,investment,INR,2017-02-16,408574.88,2017-12-02,2022-04-18,,,,2023-07-21,no,,,,0.0,2024-02-20,yes,2024-06-20,no,2018-03-17,no,0.0,Regular review,yes,no,yes,yes,yes,yes,yes,no
ACC000265,CUST001376,bankers_cheque,GBP,2016-12-20,986689.35,2017-03-14,2017-04-05,,,,,no,,,2024-06-16,647.66,2018-03-26,yes,2019-08-07,yes,2021-02-20,no,0.0,Dormant check,no,yes,yes,no,yes,yes,no,yes
ACC000266,CUST001728,cashier_order,SAR,2021-06-30,347606.06,2023-04-18,2023-01-17,,,,,no,,,2024-10-20,98.72,2023-06-16,no,,no,,no,0.0,Dormant check,yes,no,yes,yes,yes,yes,yes,no
ACC000267,CUST001654,call,GBP,2024-01-06,962051.94,2025-01-19,2024-11-18,,,,,no,,,,0.0,2025-04-06,yes,2024-08-14,yes,2024-10-02,yes,0.0,Regular review,yes,no,yes,no,yes,no,yes,yes
ACC000268,CUST001998,bank_draft,GBP,2020-06-09,383598.06,2023-06-18,2023-08-09,,,,,no,,,2021-02-08,650.7,2021-09-24,yes,2022-04-21,no,2021-10-17,yes,35.98,Regular review,yes,no,no,no,no,no,yes,yes
ACC000269,CUST001493,fixed_deposit,INR,2019-07-13,301703.73,2021-09-19,2024-02-05,2021-03-15,no,2022-10-16,,no,,,,0.0,2020-04-13,yes,2022-08-20,no,2022-04-01,no,0.0,Dormant check,no,yes,yes,no,yes,yes,no,no
ACC000270,CUST000552,investment,USD,2022-09-08,357822.66,2022-12-19,2024-01-28,,,,2023-02-18,no,,,,0.0,2024-02-14,no,,no,2025-04-19,pending,0.0,Regular review,no,no,no,no,yes,yes,no,yes
ACC000271,CUST000615,safe_deposit_box,SAR,2016-11-09,663808.33,2021-09-30,2021-05-05,,,,,yes,2018-09-15,yes,,0.0,2023-01-28,yes,2020-07-18,yes,2022-09-11,pending,0.0,Dormant check,yes,no,no,yes,yes,yes,no,yes
ACC000272,CUST001379,bank_draft,INR,2019-01-01,777941.5,2024-02-19,2021-08-15,,,,,no,,,2025-02-12,248.22,2019-03-31,no,,yes,,no,0.0,,no,no,yes,no,yes,yes,yes,yes
ACC000273,CUST000530,current,EUR,2019-07-10,453505.29,2022-04-29,2022-01-11,,,,,no,,,,0.0,2023-11-02,yes,2020-02-24,no,2020-06-13,no,0.0,,yes,yes,no,no,no,yes,no,no
ACC000274,CUST000743,safe_deposit_box,AED,2019-09-12,952880.46,2025-03-11,2020-05-11,,,,,yes,2022-02-19,yes,,0.0,2020-03-06,no,,yes,,no,0.0,Regular review,yes,yes,yes,yes,no,yes,yes,no
ACC000275,CUST001149,investment,SAR,2022-09-12,800498.47,2024-08-17,2025-01-03,,,,2022-09-14,no,,,,0.0,2022-12-09,no,,yes,2025-03-09,no,0.0,Regular review,no,yes,yes,no,yes,no,no,yes
ACC000276,CUST000200,safe_deposit_box,INR,2019-12-04,654701.68,2022-12-15,2025-02-07,,,,,yes,2023-01-26,yes,,0.0,2021-05-12,yes,2024-09-02,yes,2019-12-12,yes,0.0,Regular review,no,yes,no,yes,yes,yes,yes,no
ACC000277,CUST001035,cashier_order,GBP,2020-05-01,890042.71,2024-01-31,2021-08-15,,,,,no,,,2021-12-30,74.69,2022-02-24,yes,2022-10-16,no,2021-05-08,pending,0.0,Dormant check,no,yes,yes,no,yes,no,no,no
ACC000278,CUST001725,safe_deposit_box,AED,2021-11-23,853307.67,2023-01-09,2024-08-07,,,,,yes,2022-04-14,yes,,0.0,2021-12-12,yes,2025-04-10,no,,no,0.0,Regular review,no,yes,yes,yes,no,yes,no,no
ACC000279,CUST000299,investment,SAR,2023-03-15,430660.75,2024-01-12,2023-08-15,,,,2025-03-27,no,,,,0.0,2025-04-16,yes,2023-09-17,yes,,no,0.0,,yes,no,yes,yes,yes,no,yes,yes
ACC000280,CUST001022,fixed_deposit,GBP,2021-10-06,640321.7,2024-01-17,2022-02-26,2022-11-01,no,2023-01-09,,no,,,,0.0,2021-12-07,yes,2023-04-12,no,2024-03-21,no,0.0,,yes,no,yes,yes,no,yes,no,yes
ACC000281,CUST000106,current,EUR,2020-08-26,561771.73,2023-07-03,2022-09-30,,,,,no,,,,0.0,2022-10-16,yes,2023-02-13,no,2025-02-12,yes,0.0,,yes,no,yes,no,no,yes,yes,yes
ACC000282,CUST001334,cashier_order,AED,2018-12-13,129540.67,2023-12-23,2020-12-01,,,,,no,,,2020-10-14,326.6,2019-01-21,no,,no,,no,0.0,Regular review,no,no,yes,yes,no,yes,yes,no
ACC000283,CUST001767,fixed_deposit,AED,2017-09-27,209966.88,2024-11-05,2022-02-18,2023-01-18,no,2023-05-10,,no,,,,0.0,2022-11-30,no,,yes,,no,0.0,,yes,no,no,no,yes,no,yes,no
ACC000284,CUST000238,bank_draft,INR,2022-02-28,392507.2,2023-03-12,2023-04-05,,,,,no,,,2023-08-16,121.91,2022-12-21,no,,no,2023-11-18,pending,0.0,,yes,no,yes,no,yes,yes,yes,no
ACC000285,CUST000029,call,USD,2016-02-02,974838.68,2020-08-21,2021-01-11,,,,,no,,,,0.0,2016-05-01,yes,2017-10-29,no,,no,0.0,Dormant check,no,no,no,no,no,no,yes,yes
ACC000286,CUST000032,bankers_cheque,SAR,2019-07-23,477531.89,2023-09-25,2020-04-01,,,,,no,,,2020-03-19,950.65,2021-01-23,yes,2019-11-16,yes,2021-09-05,no,0.0,Dormant check,yes,yes,yes,yes,yes,yes,yes,no
ACC000287,CUST000545,fixed_deposit,INR,2022-04-18,829758.35,2022-06-03,2025-04-07,2025-03-01,no,2025-04-19,,no,,,,0.0,2022-08-22,no,,yes,,no,0.0,Dormant check,yes,no,yes,no,yes,no,no,yes
ACC000288,CUST000035,investment,INR,2020-07-26,82813.48,2021-01-10,2024-09-06,,,,2021-02-23,no,,,,0.0,2022-07-19,no,,no,,no,0.0,,yes,no,yes,no,yes,yes,no,no
ACC000289,CUST000408,bank_draft,EUR,2021-11-15,568207.5,2024-06-13,2023-03-17,,,,,no,,,2023-05-27,623.54,2024-06-07,no,,yes,2023-03-31,yes,197.46,Dormant check,yes,yes,no,yes,yes,no,no,yes
ACC000290,CUST001898,bankers_cheque,USD,2024-04-16,66530.79,2024-09-30,2025-02-11,,,,,no,,,2024-11-22,762.56,2024-09-20,yes,2024-05-03,no,,no,0.0,Regular review,no,yes,no,no,yes,no,yes,yes
ACC000291,CUST000627,investment,USD,2016-04-30,802651.88,2019-01-05,2019-12-02,,,,2017-09-16,no,,,,0.0,2024-05-01,no,,yes,2020-10-06,yes,0.0,Regular review,no,no,no,yes,yes,no,no,yes
ACC000292,CUST001011,current,INR,2015-06-05,636117.83,2017-10-27,2020-12-13,,,,,no,,,,0.0,2015-06-10,no,,no,2020-06-29,no,0.0,Regular review,yes,yes,yes,yes,yes,no,yes,no
ACC000293,CUST000646,investment,INR,2017-10-01,344563.15,2018-01-07,2018-03-12,,,,2022-11-28,no,,,,0.0,2021-05-21,no,,yes,2024-07-13,yes,0.0,Regular review,yes,yes,no,no,yes,no,yes,yes
ACC000294,CUST000784,safe_deposit_box,AED,2023-05-04,693441.26,2024-04-27,2024-08-23,,,,,yes,2024-03-30,no,,0.0,2023-12-17,yes,2025-04-06,no,,no,0.0,Dormant check,no,no,yes,no,no,yes,yes,yes
ACC000295,CUST001788,bank_draft,AED,2023-06-25,660859.69,2024-11-11,2024-11-11,,,,,no,,,2024-06-29,363.44,2024-08-19,no,,yes,2023-12-08,no,0.0,Dormant check,no,no,no,no,no,yes,yes,no
ACC000296,CUST001526,bankers_cheque,AED,2018-10-04,558340.2,2022-12-10,2023-07-12,,,,,no,,,2019-03-18,568.78,2022-09-13,no,,no,,no,0.0,Dormant check,no,no,no,no,no,yes,yes,yes
ACC000297,CUST000722,bankers_cheque,EUR,2015-07-28,675588.12,2022-10-16,2022-01-14,,,,,no,,,2015-11-02,311.14,2018-04-05,no,,yes,2025-01-28,yes,239.66,Dormant check,yes,no,no,yes,yes,yes,yes,yes
ACC000298,CUST000401,safe_deposit_box,EUR,2022-11-07,18940.63,2023-04-15,2024-09-26,,,,,yes,2023-10-26,yes,,0.0,2024-02-06,no,,no,2024-04-14,pending,0.0,Dormant check,yes,no,no,yes,yes,no,no,no
ACC000299,CUST000266,investment,EUR,2021-08-27,965392.41,2022-12-30,2022-08-31,,,,2024-08-16,no,,,,0.0,2023-02-02,no,,no,,no,0.0,Regular review,no,no,no,yes,no,no,no,no
ACC000300,CUST000871,bank_draft,GBP,2021-05-16,372964.15,2024-01-20,2023-01-07,,,,,no,,,2022-06-10,658.24,2021-06-06,no,,yes,2024-09-30,pending,0.0,,no,no,yes,no,no,yes,yes,yes
ACC000301,CUST000599,call,INR,2018-11-24,349353.64,2020-09-03,2022-03-13,,,,,no,,,,0.0,2023-02-09,no,,yes,,no,0.0,,yes,no,no,yes,no,yes,yes,no
ACC000302,CUST000249,cashier_order,EUR,2018-08-20,603518.82,2022-02-18,2022-10-04,,,,,no,,,2018-10-25,956.44,2019-11-21,no,,yes,2018-08-24,yes,721.99,Regular review,yes,yes,no,yes,no,no,no,yes
ACC000303,CUST000262,safe_deposit_box,AED,2020-10-10,733379.67,2024-07-25,2025-02-17,,,,,yes,2023-05-01,no,,0.0,2020-10-13,no,,yes,2021-10-18,no,0.0,Dormant check,yes,yes,no,no,yes,yes,yes,yes
ACC000304,CUST001558,cashier_order,INR,2016-10-28,381121.77,2021-01-01,2017-07-17,,,,,no,,,2020-03-26,940.53,2020-01-11,no,,yes,,no,0.0,,yes,no,yes,no,yes,no,no,yes
ACC000305,CUST000020,fixed_deposit,USD,2018-02-26,124695.8,2020-10-01,2021-04-06,2019-03-10,yes,2021-06-26,,no,,,,0.0,2020-07-19,no,,yes,2018-11-28,yes,0.0,Regular review,yes,no,no,yes,yes,no,no,no
ACC000306,CUST001057,bank_draft,EUR,2018-10-17,669311.26,2018-11-07,2021-02-02,,,,,no,,,2021-04-16,228.39,2021-01-25,yes,2022-05-06,no,2023-05-12,yes,67.93,,no,yes,yes,no,no,no,yes,no
ACC000307,CUST001464,bankers_cheque,INR,2016-01-31,660349.92,2016-02-21,2019-04-16,,,,,no,,,2020-06-10,949.22,2021-07-13,yes,2022-12-23,no,2019-04-19,yes,454.81,Regular review,yes,no,yes,yes,no,yes,yes,yes
ACC000308,CUST001895,cashier_order,INR,2017-12-16,11183.32,2021-06-25,2019-05-01,,,,,no,,,2025-03-23,394.84,2022-02-10,no,,yes,,no,0.0,Regular review,yes,yes,no,yes,no,yes,yes,yes
ACC000309,CUST001320,bank_draft,INR,2020-06-09,301830.05,2022-04-22,2022-01-11,,,,,no,,,2023-12-11,972.08,2022-03-03,yes,2024-06-20,no,,no,0.0,,no,no,yes,yes,yes,no,yes,yes
ACC000310,CUST001273,call,AED,2020-07-23,233601.84,2021-12-14,2025-03-16,,,,,no,,,,0.0,2021-12-12,no,,no,,no,0.0,Regular review,no,yes,no,yes,yes,yes,no,yes
ACC000311,CUST000434,investment,INR,2019-01-14,703748.74,2022-02-12,2023-09-11,,,,2021-07-12,no,,,,0.0,2019-11-29,no,,yes,2019-01-21,pending,0.0,Dormant check,yes,yes,yes,yes,yes,yes,no,no
ACC000312,CUST000115,bank_draft,EUR,2016-09-11,504895.4,2019-11-12,2022-08-18,,,,,no,,,2021-05-16,910.93,2021-07-12,yes,2017-08-15,yes,2020-09-23,yes,536.08,Regular review,yes,no,yes,no,yes,no,yes,yes
ACC000313,CUST001150,call,INR,2015-10-15,967562.9,2024-04-06,2020-03-26,,,,,no,,,,0.0,2021-01-11,no,,yes,2023-01-03,no,0.0,Dormant check,no,yes,yes,no,no,yes,yes,yes
ACC000314,CUST000325,saving,INR,2021-10-05,506721.42,2022-09-27,2024-04-09,,,,,no,,,,0.0,2024-04-08,yes,2021-10-20,yes,2023-09-26,no,0.0,,yes,no,yes,no,yes,yes,no,no
ACC000315,CUST000759,call,USD,2023-08-11,847475.82,2024-12-12,2024-07-13,,,,,no,,,,0.0,2023-11-24,no,,no,,no,0.0,,yes,yes,no,yes,yes,yes,yes,yes
ACC000316,CUST001377,current,GBP,2022-07-21,157497.46,2023-01-16,2023-06-20,,,,,no,,,,0.0,2023-03-11,yes,2025-01-13,yes,2022-12-07,yes,0.0,Regular review,yes,yes,no,yes,no,no,no,yes
ACC000317,CUST001744,bank_draft,INR,2017-11-05,567367.56,2024-02-25,2024-11-02,,,,,no,,,2021-08-28,254.3,2020-12-05,no,,no,2020-08-15,yes,86.52,,yes,yes,yes,yes,yes,no,no,yes
ACC000318,CUST000671,call,EUR,2016-09-11,216955.25,2024-03-18,2023-12-04,,,,,no,,,,0.0,2018-10-17,no,,no,,no,0.0,Regular review,no,yes,yes,yes,no,no,no,no
ACC000319,CUST001229,investment,EUR,2021-08-14,12884.05,2022-11-14,2021-12-14,,,,2021-10-21,no,,,,0.0,2023-10-30,yes,2022-08-29,yes,,no,0.0,Dormant check,no,no,no,yes,yes,yes,no,yes
ACC000320,CUST001265,safe_deposit_box,EUR,2018-01-25,808093.19,2024-11-24,2018-11-02,,,,,yes,2023-10-23,yes,,0.0,2022-10-31,no,,yes,,no,0.0,,no,no,yes,no,no,yes,yes,yes
ACC000321,CUST000626,bank_draft,EUR,2015-05-16,482286.41,2019-12-23,2016-08-30,,,,,no,,,2023-02-23,234.54,2020-12-26,no,,yes,,no,0.0,Regular review,no,no,no,no,yes,no,yes,no
ACC000322,CUST000459,saving,INR,2022-08-09,606390.8,2024-09-19,2024-06-18,,,,,no,,,,0.0,2024-09-16,yes,2022-11-12,yes,2024-12-23,no,0.0,,yes,yes,no,no,yes,no,yes,yes
ACC000323,CUST000065,bank_draft,AED,2017-11-25,797319.01,2018-01-07,2018-08-30,,,,,no,,,2021-09-19,604.33,2020-09-12,yes,2023-07-30,yes,2024-06-23,yes,113.87,Dormant check,no,yes,no,yes,no,yes,no,yes
ACC000324,CUST001055,current,SAR,2015-07-28,738457.74,2018-09-08,2016-09-25,,,,,no,,,,0.0,2025-01-26,yes,2023-03-18,no,,no,0.0,Dormant check,yes,no,no,no,no,no,no,no
ACC000325,CUST000362,fixed_deposit,AED,2016-01-09,981231.62,2019-08-30,2016-11-23,2020-01-21,no,2024-04-04,,no,,,,0.0,2021-08-07,yes,2021-01-20,yes,2024-03-25,yes,0.0,Regular review,yes,yes,no,yes,no,no,no,yes
ACC000326,CUST001793,bank_draft,GBP,2017-08-18,185122.7,2024-08-09,2021-05-13,,,,,no,,,2023-02-05,879.64,2022-01-26,yes,2020-12-14,no,2020-09-19,no,0.0,Regular review,yes,no,yes,no,no,yes,yes,yes
ACC000327,CUST001212,bankers_cheque,AED,2018-08-28,109359.73,2018-12-28,2021-10-26,,,,,no,,,2019-05-09,191.83,2022-04-14,yes,2022-03-14,no,2024-06-30,no,0.0,Dormant check,no,no,yes,yes,yes,yes,yes,no
ACC000328,CUST000837,cashier_order,EUR,2024-02-27,372289.12,2024-06-10,2025-03-15,,,,,no,,,2025-03-16,627.77,2024-11-11,yes,2024-10-27,no,2025-04-17,no,0.0,Regular review,no,yes,no,yes,no,yes,no,yes
ACC000329,CUST000058,safe_deposit_box,INR,2019-10-18,1122.86,2023-07-27,2024-02-17,,,,,yes,2024-09-11,yes,,0.0,2022-02-20,yes,2024-10-16,no,2021-08-25,yes,0.0,,no,no,no,yes,yes,yes,no,no
ACC000330,CUST001128,bank_draft,EUR,2018-03-27,233744.6,2023-02-18,2021-08-17,,,,,no,,,2022-04-02,452.69,2024-01-13,yes,2019-04-13,yes,,no,0.0,Regular review,yes,no,no,yes,yes,no,yes,no
ACC000331,CUST000551,investment,USD,2021-05-23,56671.89,2021-09-18,2024-09-23,,,,2024-08-13,no,,,,0.0,2024-02-05,yes,2024-01-24,yes,,no,0.0,Regular review,no,yes,no,no,no,yes,yes,yes
ACC000332,CUST000688,current,AED,2015-12-28,801937.88,2016-06-14,2017-01-02,,,,,no,,,,0.0,2020-10-14,yes,2024-03-15,no,2020-02-26,no,0.0,Regular review,no,yes,no,no,no,yes,yes,no
ACC000333,CUST001917,current,USD,2022-12-02,71859.91,2023-10-21,2025-03-08,,,,,no,,,,0.0,2024-05-25,yes,2023-12-05,yes,2023-03-29,pending,0.0,Dormant check,yes,no,no,no,no,no,no,no
ACC000334,CUST000009,investment,SAR,2017-09-24,793664.89,2024-01-27,2019-02-25,,,,2024-06-17,no,,,,0.0,2020-02-26,yes,2021-07-16,no,2021-04-26,no,0.0,Regular review,yes,no,yes,no,no,no,no,no
ACC000335,CUST000151,current,USD,2023-05-07,12527.68,2024-05-25,2025-01-01,,,,,no,,,,0.0,2024-12-04,no,,no,,no,0.0,,yes,yes,no,yes,yes,yes,no,yes
ACC000336,CUST000429,fixed_deposit,GBP,2023-02-04,505950.18,2024-09-07,2025-05-10,2024-09-16,no,2024-09-16,,no,,,,0.0,2024-02-01,yes,2023-12-24,no,2025-01-29,yes,0.0,Dormant check,no,yes,yes,no,yes,yes,yes,yes
ACC000337,CUST001702,bank_draft,AED,2022-09-29,908661.94,2024-03-31,2024-02-19,,,,,no,,,2024-06-11,466.2,2025-04-18,no,,no,2024-04-03,yes,413.3,,yes,no,no,no,no,no,no,no
ACC000338,CUST001183,investment,AED,2023-08-04,919376.52,2024-06-21,2024-05-04,,,,2023-12-04,no,,,,0.0,2024-09-01,yes,2024-12-31,no,2025-01-04,pending,0.0,Regular review,yes,no,yes,yes,yes,yes,yes,no
ACC000339,CUST000473,safe_deposit_box,USD,2020-10-03,171802.06,2022-09-24,2024-07-26,,,,,yes,2024-05-08,no,,0.0,2020-10-08,yes,2021-04-18,no,2022-06-30,pending,0.0,Dormant check,yes,no,yes,no,yes,yes,yes,yes
ACC000340,CUST001409,cashier_order,SAR,2018-02-08,654188.04,2021-01-25,2024-10-05,,,,,no,,,2022-10-21,91.46,2019-08-18,no,,no,2019-07-13,no,0.0,Dormant check,no,yes,yes,yes,no,no,yes,no
ACC000341,CUST000394,investment,INR,2021-11-11,994605.17,2024-04-02,2024-04-07,,,,2023-05-05,no,,,,0.0,2024-08-07,no,,no,,no,0.0,Regular review,no,yes,yes,yes,yes,no,no,yes
ACC000342,CUST000601,current,GBP,2022-05-26,70852.81,2023-01-16,2023-06-26,,,,,no,,,,0.0,2023-05-16,no,,no,,no,0.0,Dormant check,yes,no,no,yes,no,no,yes,no
ACC000343,CUST000935,investment,USD,2023-10-26,268089.73,2024-05-26,2023-12-28,,,,2024-08-24,no,,,,0.0,2023-11-29,yes,2024-11-01,no,,no,0.0,Regular review,yes,yes,no,no,yes,yes,yes,no
ACC000344,CUST000334,call,EUR,2021-02-20,203779.68,2024-03-31,2023-08-17,,,,,no,,,,0.0,2022-12-24,yes,2021-08-11,no,,no,0.0,Dormant check,no,yes,yes,no,yes,yes,yes,no
ACC000345,CUST001142,bank_draft,GBP,2019-09-21,745643.04,2021-03-31,2020-05-31,,,,,no,,,2024-01-07,930.19,2020-03-31,yes,2020-02-21,no,2020-02-07,pending,0.0,Dormant check,yes,no,yes,yes,yes,no,no,no
ACC000346,CUST000580,call,EUR,2018-07-19,307134.93,2021-02-05,2022-04-19,,,,,no,,,,0.0,2024-03-11,yes,2018-08-18,yes,2021-02-17,yes,0.0,Regular review,yes,yes,no,no,no,yes,yes,no
ACC000347,CUST001734,bankers_cheque,GBP,2019-11-01,229920.53,2023-10-10,2020-04-26,,,,,no,,,2021-02-12,184.29,2021-12-10,no,,yes,,no,0.0,,yes,yes,no,yes,yes,yes,no,yes
ACC000348,CUST001179,fixed_deposit,EUR,2016-11-22,724659.26,2021-06-10,2018-06-22,2018-06-26,yes,2019-04-30,,no,,,,0.0,2019-11-17,yes,2018-07-19,yes,2022-07-18,no,0.0,,yes,no,yes,yes,yes,no,yes,no
ACC000349,CUST001526,bank_draft,USD,2018-08-07,637382.48,2019-12-31,2021-09-10,,,,,no,,,2022-08-29,585.15,2021-10-31,no,,yes,2018-10-11,pending,0.0,Regular review,yes,yes,yes,no,no,yes,yes,yes
ACC000350,CUST000516,cashier_order,INR,2022-01-29,334695.85,2025-05-10,2024-11-23,,,,,no,,,2022-04-23,923.56,2022-12-25,yes,2022-08-10,yes,,no,0.0,Regular review,yes,no,no,yes,yes,yes,no,yes
ACC000351,CUST000615,bank_draft,USD,2020-09-18,869728.21,2021-05-08,2022-11-17,,,,,no,,,2021-01-07,831.44,2025-01-14,no,,yes,,no,0.0,Regular review,yes,yes,no,yes,no,no,yes,no
ACC000352,CUST000696,cashier_order,EUR,2020-02-12,526587.02,2023-12-08,2020-06-06,,,,,no,,,2022-04-01,487.04,2025-04-07,yes,2021-08-10,yes,,no,0.0,,yes,no,yes,no,yes,yes,no,no
ACC000353,CUST001306,investment,GBP,2019-07-26,255296.11,2021-09-24,2022-03-17,,,,2022-07-23,no,,,,0.0,2024-06-13,yes,2021-04-18,yes,2022-05-04,no,0.0,,yes,yes,yes,yes,yes,yes,no,yes
ACC000354,CUST001071,fixed_deposit,INR,2020-10-06,516049.31,2021-05-10,2021-07-23,2022-04-26,yes,2024-12-07,,no,,,,0.0,2024-10-10,yes,2024-02-01,yes,2023-01-26,no,0.0,,yes,yes,yes,yes,yes,yes,yes,no
ACC000355,CUST000445,investment,SAR,2021-12-09,84260.85,2023-02-02,2022-05-24,,,,2023-08-29,no,,,,0.0,2023-09-05,yes,2025-03-21,yes,2023-12-05,pending,0.0,,no,no,yes,no,yes,no,no,yes
ACC000356,CUST000476,call,INR,2020-06-24,129607.87,2024-05-16,2022-04-25,,,,,no,,,,0.0,2021-08-03,yes,2021-04-09,yes,,no,0.0,,no,yes,no,yes,no,yes,no,yes
ACC000357,CUST000077,safe_deposit_box,USD,2017-10-12,446936.55,2019-03-21,2024-07-17,,,,,yes,2023-07-07,yes,,0.0,2021-02-28,no,,no,,no,0.0,Dormant check,yes,yes,yes,no,no,yes,yes,no
ACC000358,CUST001917,saving,AED,2020-02-06,514473.2,2020-04-17,2023-07-31,,,,,no,,,,0.0,2021-06-12,yes,2020-06-25,yes,,no,0.0,,yes,yes,yes,no,yes,yes,no,no
ACC000359,CUST000578,fixed_deposit,INR,2023-12-28,936003.72,2024-06-26,2025-02-17,2024-08-04,yes,2024-08-04,,no,,,,0.0,2024-01-21,yes,2024-05-20,yes,,no,0.0,Dormant check,yes,no,yes,yes,yes,yes,yes,no
ACC000360,CUST001127,bank_draft,USD,2020-11-22,756486.53,2023-12-31,2024-02-11,,,,,no,,,2022-08-20,865.82,2025-02-19,no,,no,,no,0.0,Regular review,no,yes,no,no,no,no,no,yes
ACC000361,CUST001739,call,GBP,2023-10-06,238173.4,2023-11-13,2024-08-19,,,,,no,,,,0.0,2024-03-17,yes,2023-10-27,yes,2024-12-30,no,0.0,Regular review,no,no,yes,no,yes,no,yes,no
ACC000362,CUST000961,cashier_order,AED,2019-02-10,719342.73,2019-07-31,2019-02-28,,,,,no,,,2020-08-07,30.63,2024-04-06,yes,2024-08-19,no,2022-03-10,no,0.0,,no,no,yes,yes,yes,no,yes,no
